date,side,entry,sl,tp,exit_price,result,pnl_r,pnl_usd,balance
2025-04-07 08:00,SHORT,1.8220656000000002,1.95164,1.5629168000000004,1.95164,LOSS,-1.05,-536.9366190069778286424100528,50599.88423880043442301569022
2025-04-07 21:30,SHORT,1.9054196,1.92154,1.8731788000000003,1.92154,LOSS,-1.05,-531.2987845074045614416647473,50068.58545429302986157402547
2025-04-07 23:00,SHORT,1.9281816,1.94774,1.8890648,1.8890648,WIN,1.95,976.3374163587140823006934967,51044.92287065174394387471897
2025-04-08 05:30,SHORT,1.9123914,1.94574,1.8456941999999998,1.94574,LOSS,-1.05,-535.9716901418433114106845492,50508.95118050990063246403442
2025-04-08 16:00,SHORT,1.8901034,1.91734,1.8356302000000002,1.8356302000000002,WIN,1.95,984.9245480199430623330486712,51493.87572852984369479708309
2025-04-09 00:15,SHORT,1.8167471,1.84194,1.7663613,1.84194,LOSS,-1.05,-540.6856951495633587953693724,50953.19003338028033600171372
2025-04-09 10:45,SHORT,1.8319755,1.84334,1.8092465,1.8092465,WIN,1.95,993.5872056509154665520334175,51946.77723903119580255374714
2025-04-09 11:15,SHORT,1.8319755,1.84334,1.8092465,1.84334,LOSS,-1.05,-545.4411610098275559268143450,51401.33607802136824662693280
2025-04-10 07:15,LONG,1.9872983999999998,1.96965,2.0225951999999996,2.0225951999999996,WIN,1.95,1002.326053521416680809225190,52403.66213154278492743615799
2025-04-10 12:30,LONG,1.9934212,1.98135,2.0175636,1.98135,LOSS,-1.05,-550.2384523811992417380796589,51853.42367916158568569807833
2025-04-10 14:15,LONG,2.0023301399999998,1.97797,2.0510504199999993,1.97797,LOSS,-1.05,-544.4609486311966496998298225,51308.96273053038903599824851
2025-04-10 22:15,LONG,1.949209,1.92075,2.006127,2.006127,WIN,1.95,1000.524773245342586201965846,52309.48750377573162220021436
2025-04-11 07:30,LONG,1.99957258,1.99186,2.01499774,2.01499774,WIN,1.95,1020.035006323626766632904180,53329.52251009935838883311854
2025-04-11 08:15,LONG,1.99957258,1.99186,2.01499774,2.01499774,WIN,1.95,1039.925688946937488582245812,54369.44819904629587741536435
2025-04-11 09:45,LONG,2.002156,1.98955,2.0273679999999996,1.98955,LOSS,-1.05,-570.8792060899861067128613257,53798.56899295630977070250302
2025-04-13 00:45,LONG,2.1341118000000003,2.11505,2.172235400000001,2.172235400000001,WIN,1.95,1049.072095362648040528698809,54847.64108831895781123120183
2025-04-13 09:00,LONG,2.1436022,2.13325,2.1643066000000006,2.13325,LOSS,-1.05,-575.9002314273490570179276192,54271.74085689160875421327421
2025-04-13 18:00,LONG,2.17634018,2.13356,2.2619005399999996,2.13356,LOSS,-1.05,-569.8532789973618919192393792,53701.88757789424686229403483
2025-04-14 04:15,LONG,2.14618758,2.12606,2.18644274,2.12606,LOSS,-1.05,-563.8698195678895920540873657,53138.01775832635727023994746
2025-04-14 10:30,LONG,2.1421292000000003,2.13235,2.1616876000000005,2.1616876000000005,WIN,1.95,1036.191346287363966769678975,54174.20910461372123700962644
2025-04-14 12:45,LONG,2.1421292000000003,2.13235,2.1616876000000005,2.13235,LOSS,-1.05,-568.8291955984440729886010776,53605.37990901527716402102536
2025-04-14 14:00,LONG,2.1346286,2.11465,2.1745858,2.11465,LOSS,-1.05,-562.8564890446604102222207663,53042.52341997061675379880459
2025-04-14 17:15,LONG,2.1430072,2.12215,2.1847216,2.12215,LOSS,-1.05,-556.9464959096914759148874482,52485.57692406092527788391714
2025-04-15 07:15,LONG,2.1453012,2.13705,2.1618036000000003,2.1618036000000003,WIN,1.95,1023.468750019188042918736384,53509.04567408011332080265352
2025-04-15 12:15,LONG,2.1511488,2.13075,2.1919464000000004,2.13075,LOSS,-1.05,-561.8449795778411898684278620,52947.20069450227213093422566
2025-04-16 04:45,SHORT,2.0886392,2.09605,2.0738175999999995,2.0738175999999995,WIN,1.95,1032.470413542794306553217400,53979.67110804506643748744306
2025-04-16 13:00,SHORT,2.0744662000000003,2.08245,2.0584986000000005,2.08245,LOSS,-1.05,-566.7865466344731975936181521,53412.88456141059323989382491
2025-04-16 13:45,SHORT,2.0744662000000003,2.08245,2.0584986000000005,2.08245,LOSS,-1.05,-560.8352878948112290188851616,52852.04927351578201087493975
2025-04-16 17:45,SHORT,2.0804810000000002,2.09175,2.0579430000000003,2.09175,LOSS,-1.05,-554.9465173719157111141868674,52297.10275614386629976075288
2025-04-16 18:30,SHORT,2.0804810000000002,2.09175,2.0579430000000003,2.09175,LOSS,-1.05,-549.1195789395105961474879052,51747.98317720435570361326497
2025-04-17 04:30,SHORT,2.0772269999999997,2.08735,2.0569809999999995,2.08735,LOSS,-1.05,-543.3538233606457348879392822,51204.62935384370996872532569
2025-04-17 16:45,SHORT,2.0911321999999997,2.11325,2.0468965999999993,2.0468965999999993,WIN,1.95,998.4902723999523443901438510,52203.11962624366231311546954
2025-04-18 01:00,SHORT,2.0701628000000003,2.07765,2.0551884000000005,2.07765,LOSS,-1.05,-548.1327560755584542877124302,51654.98687016810385882775711
2025-04-18 13:00,SHORT,2.0750278,2.07965,2.0657834,2.0657834,WIN,1.95,1007.272243968278025247141264,52662.25911413638188407489837
2025-04-18 15:15,SHORT,2.0750278,2.07965,2.0657834,2.07965,LOSS,-1.05,-552.9537206984320097827864329,52109.30539343794987429211194
2025-04-19 00:30,SHORT,2.0710068,2.08155,2.0499204000000004,2.08155,LOSS,-1.05,-547.1477066310984736800671754,51562.15768680685140061204476
2025-04-19 13:45,LONG,2.0836428,2.07585,2.0992283999999994,2.07585,LOSS,-1.05,-541.4026557114719397064264700,51020.75503109537946090561829
2025-04-19 17:30,LONG,2.0812756,2.07715,2.0895268000000002,2.0895268000000002,WIN,1.95,994.9047231063598994876595567,52015.65975420173936039327785
2025-04-19 18:15,LONG,2.0812756,2.07715,2.0895268000000002,2.0895268000000002,WIN,1.95,1014.305365206933917527668918,53029.96511940867327792094677
2025-04-19 22:30,LONG,2.0831812,2.07875,2.0920436,2.0920436,WIN,1.95,1034.084319828469128919458462,54064.04943923714240684040523
2025-04-20 00:45,LONG,2.0831812,2.07875,2.0920436,2.07875,LOSS,-1.05,-567.6725191119899952718242549,53496.37692012515241156858098
2025-04-20 05:15,LONG,2.0842318,2.08045,2.0917954,2.08045,LOSS,-1.05,-561.7119576613141003214701003,52934.66496246383831124711088
2025-04-20 11:45,SHORT,2.075682,2.08485,2.0573460000000003,2.08485,LOSS,-1.05,-555.8139821058703022680946642,52378.85098035796800897901622
2025-04-21 07:30,LONG,2.118356,2.10575,2.1435679999999997,2.10575,LOSS,-1.05,-549.9779352937586640942796703,51828.87304506420934488473655
2025-04-21 14:15,LONG,2.1301418,2.12445,2.1415254000000004,2.12445,LOSS,-1.05,-544.2031669731741981212897338,51284.66987809103514676344682
2025-04-21 23:30,SHORT,2.080819,2.08865,2.065157,2.065157,WIN,1.95,1000.051062622775185361887213,52284.72094071381033212533403
2025-04-22 00:45,SHORT,2.080819,2.08865,2.065157,2.08865,LOSS,-1.05,-548.9895698774950084873160073,51735.73137083631532363801802
2025-04-22 02:30,SHORT,2.078336,2.08865,2.0577080000000008,2.08865,LOSS,-1.05,-543.2251793937813108981991892,51192.50619144253401273981883
2025-04-23 07:15,LONG,2.2141038,2.19275,2.2568114,2.19275,LOSS,-1.05,-537.5213150101466071337680977,50654.98487643238740560605073
2025-04-23 19:30,LONG,2.2120992000000004,2.18895,2.258397600000001,2.18895,LOSS,-1.05,-531.8773412025400677588635327,50123.10753522984733784718720
2025-04-24 10:00,SHORT,2.1629798,2.19205,2.1048394,2.19205,LOSS,-1.05,-526.2926291199133970473954656,49596.81490610993394079979173
2025-04-24 21:30,LONG,2.1928628,2.18125,2.2160884,2.18125,LOSS,-1.05,-520.7665565141543063783978132,49076.04834959577963442139392
2025-04-25 06:30,LONG,2.19673638,2.18486,2.2204891399999998,2.18486,LOSS,-1.05,-515.2985076707556861614246362,48560.74984192502394825996928
2025-04-25 11:15,LONG,2.1921527999999997,2.18245,2.2115583999999995,2.18245,LOSS,-1.05,-509.8878733402127514567296774,48050.86196858481119680323960
2025-04-25 14:00,LONG,2.1966144,2.18355,2.2227432000000005,2.18355,LOSS,-1.05,-504.5340506701405175664340158,47546.32791791467067923680558
2025-04-25 18:30,LONG,2.1930326,2.18375,2.2115978000000003,2.18375,LOSS,-1.05,-499.2364431381040421319864586,47047.09147477656663710481912
2025-04-25 21:00,LONG,2.1930326,2.18375,2.2115978000000003,2.18375,LOSS,-1.05,-493.9944604851539496896006008,46553.09701429141268741521852
2025-04-25 23:00,SHORT,2.1899842,2.19835,2.1732526,2.19835,LOSS,-1.05,-488.8075186500598332178597945,46064.28949564135285419735873
2025-04-26 16:15,LONG,2.2035158,2.19515,2.2202474,2.19515,LOSS,-1.05,-483.6750397042342049690722667,45580.61445593711864922828646
2025-04-26 19:15,LONG,2.1944890800000003,2.19031,2.2028472400000005,2.19031,LOSS,-1.05,-478.5964517873397458168970078,45102.01800414977890341138945
2025-04-26 22:30,LONG,2.1942980800000003,2.19031,2.2022742400000004,2.19031,LOSS,-1.05,-473.5711890435726784858195892,44628.44681510620622492556986
2025-04-27 04:30,SHORT,2.1856724,2.20355,2.1499172000000004,2.20355,LOSS,-1.05,-468.5986915586151653617184835,44159.84812354759105956385138
2025-04-27 23:15,LONG,2.2429740000000002,2.21165,2.3056220000000005,2.3056220000000005,WIN,1.95,861.1170384091780256614951019,45020.96516195676908522534648
2025-04-28 07:45,LONG,2.2516844,2.24435,2.2663531999999997,2.2663531999999997,WIN,1.95,877.9088206581569971618942564,45898.87398261492608238724074
2025-04-28 21:00,LONG,2.2761628,2.26455,2.2993883999999998,2.26455,LOSS,-1.05,-481.9381768174567238650660278,45416.93580579746935852217471
2025-04-29 07:15,LONG,2.2806564,2.27485,2.2922692,2.27485,LOSS,-1.05,-476.8778259608734282644828345,44940.05797983659593025769188
2025-04-29 08:45,LONG,2.2806564,2.27485,2.2922692,2.2922692,WIN,1.95,876.3311306068136206400249917,45816.38911044340955089771687
2025-04-29 10:00,LONG,2.2730584,2.26305,2.2930752000000005,2.26305,LOSS,-1.05,-481.0720856596558002844260271,45335.31702478375375061329084
2025-04-29 14:30,LONG,2.2849808,2.27375,2.3074424,2.27375,LOSS,-1.05,-476.0208287602294143814395538,44859.29619602352433623185129
2025-04-30 03:00,SHORT,2.23903846,2.24915,2.21881538,2.24915,LOSS,-1.05,-471.0226100582470055304344385,44388.27358596527733070141685
2025-04-30 06:45,SHORT,2.23903846,2.24915,2.21881538,2.21881538,WIN,1.95,865.5713349263229079486776286,45253.84492089160023865009448
2025-05-01 01:15,SHORT,2.2010292000000002,2.21035,2.1823876000000006,2.21035,LOSS,-1.05,-475.1653716693618025058259920,44778.67954922223843614426849
2025-05-01 04:15,SHORT,2.2010292000000002,2.21035,2.1823876000000006,2.21035,LOSS,-1.05,-470.1761352668335035795148191,44308.50341395540493256475367
2025-05-01 06:00,SHORT,2.2097876,2.21865,2.1920628,2.21865,LOSS,-1.05,-465.2392858465317517919299135,43843.26412810887318077282376
2025-05-01 16:30,LONG,2.2300356,2.21445,2.2612068,2.21445,LOSS,-1.05,-460.3542733451431683981146495,43382.90985476373001237470911
2025-05-02 01:30,SHORT,2.2189044,2.22685,2.2030131999999996,2.22685,LOSS,-1.05,-455.5205534750191651299344457,42927.38930128871084724477466
2025-05-02 05:15,SHORT,2.2205852,2.22685,2.2080555999999993,2.2080555999999993,WIN,1.95,837.0840913751298615212731059,43764.47339266384070876604777
2025-05-02 06:00,SHORT,2.2205852,2.22685,2.2080555999999993,2.2080555999999993,WIN,1.95,853.4072311569448938209379315,44617.88062382078560258698570
2025-05-02 21:15,SHORT,2.2098212,2.21685,2.1957636,2.1957636,WIN,1.95,870.0486721645053192504462212,45487.92929598529092183743192
2025-05-03 01:45,SHORT,2.2064369999999998,2.21465,2.1900109999999997,2.21465,LOSS,-1.05,-477.6232576078455546792930352,45010.30603837744536715813888
2025-05-03 12:15,SHORT,2.1966202,2.20575,2.1783605999999995,2.20575,LOSS,-1.05,-472.6082134029631763551604582,44537.69782497448219080297842
2025-05-03 16:30,SHORT,2.1966202,2.20575,2.1783605999999995,2.1783605999999995,WIN,1.95,868.4851075870024027206580792,45406.18293256148459352363650
2025-05-03 18:00,SHORT,2.1966202,2.20575,2.1783605999999995,2.20575,LOSS,-1.05,-476.7649207918955882319981832,44929.41801176958900529163832
2025-05-04 11:00,SHORT,2.19787158,2.21136,2.1708947400000005,2.1708947400000005,WIN,1.95,876.1236512295069856031869472,45805.54166299909599089482527
2025-05-04 17:45,SHORT,2.18274654,2.19078,2.16667962,2.16667962,WIN,1.95,893.2080624284823718224490928,46698.74972542757836271727436
2025-05-05 00:45,SHORT,2.1706182,2.18395,2.1439546,2.18395,LOSS,-1.05,-490.3368721169895728085313808,46208.41285331058878990874298
2025-05-05 10:30,SHORT,2.1570302,2.16425,2.1425905999999997,2.1425905999999997,WIN,1.95,901.0640506395564814032204881,47109.47690395014527131196347
2025-05-05 11:45,SHORT,2.1570302,2.16425,2.1425905999999997,2.1425905999999997,WIN,1.95,918.6347996270278327905832877,48028.11170357717310410254676
2025-05-05 22:00,SHORT,2.1421105999999996,2.15995,2.1064317999999993,2.1064317999999993,WIN,1.95,936.5481782197548755299996618,48964.65988179692797963254642
2025-05-06 03:30,SHORT,2.1209105999999998,2.13875,2.0852317999999994,2.0852317999999994,WIN,1.95,954.8108676950400956028346552,49919.47074949196807523538108
2025-05-06 09:30,SHORT,2.10612562,2.12335,2.0716768599999997,2.12335,LOSS,-1.05,-524.1544428696656647899715013,49395.31630662230241044540958
2025-05-07 08:30,LONG,2.14288108,2.13641,2.1558232399999997,2.13641,LOSS,-1.05,-518.6508212195341753096768006,48876.66548540276823513573278
2025-05-07 20:00,SHORT,2.121098,2.13294,2.0974139999999997,2.13294,LOSS,-1.05,-513.2049875967290664689251942,48363.46049780603916866680759
2025-05-08 00:30,SHORT,2.121098,2.13294,2.0974139999999997,2.13294,LOSS,-1.05,-507.8163352269634112710014797,47855.64416257907575739580611
2025-05-08 13:30,LONG,2.2090788,2.20205,2.2231364,2.20205,LOSS,-1.05,-502.4842637070802954526559642,47353.15989887199546194315015
2025-05-08 17:00,LONG,2.2290304,2.20145,2.2841912000000004,2.2841912000000004,WIN,1.95,923.3866180280039115078914279,48276.54651689999937345104158
2025-05-09 01:15,LONG,2.3002668,2.28025,2.3403004000000003,2.3403004000000003,WIN,1.95,941.3926570795499877822953108,49217.93917397954936123333689
2025-05-09 12:30,LONG,2.3697546,2.33335,2.4425638,2.33335,LOSS,-1.05,-516.7883613267852682929500373,48701.15081265276409294038685
2025-05-09 17:45,LONG,2.360854,2.33335,2.4158619999999997,2.33335,LOSS,-1.05,-511.3620835328540229758740619,48189.78872911991006996451279
2025-05-10 00:00,LONG,2.34914392,2.34129,2.36485176,2.34129,LOSS,-1.05,-505.9927816557590557346273843,47683.79594746415101422988541
2025-05-10 01:00,LONG,2.34914392,2.34129,2.36485176,2.36485176,WIN,1.95,929.8340209755509447774827655,48613.62996843970195900736818
2025-05-10 03:45,LONG,2.3510962,2.33425,2.3847886000000007,2.3847886000000007,WIN,1.95,947.9657843845741882006436795,49561.59575282427614720801186
2025-05-10 09:30,LONG,2.37058476,2.35027,2.4112142799999994,2.4112142799999994,WIN,1.95,966.4511171800733848705562313,50528.04687000434953207856809
2025-05-10 13:30,LONG,2.3936956,2.36665,2.4477868000000003,2.4477868000000003,WIN,1.95,985.2969139650848158755320778,51513.34378396943434795410017
2025-05-10 18:45,LONG,2.4129734000000003,2.39055,2.4578202000000005,2.4578202000000005,WIN,1.95,1004.510203787403969785104953,52517.85398775683831773920512
2025-05-10 23:15,LONG,2.4129734000000003,2.39055,2.4578202000000005,2.39055,LOSS,-1.05,-551.4374668714468023362616538,51966.41652088539151540294347
2025-05-11 06:15,LONG,2.39482,2.38145,2.4215600000000004,2.38145,LOSS,-1.05,-545.6473734692966109117309064,51420.76914741609490449121256
2025-05-11 22:30,SHORT,2.35497282,2.37235,2.32021846,2.37235,LOSS,-1.05,-539.9180760478689964971577319,50880.85107136822590799405483
2025-05-12 01:30,SHORT,2.3690292000000004,2.37835,2.350387600000001,2.37835,LOSS,-1.05,-534.2489362493663720339375757,50346.60213511885953596011725
2025-05-12 21:45,LONG,2.47392522,2.42896,2.5638556599999998,2.42896,LOSS,-1.05,-528.6393224187480251275812311,49817.96281270011151083253602
2025-05-13 11:45,LONG,2.5161448,2.48505,2.5783344,2.5783344,WIN,1.95,971.4502748476521744612344524,50789.41308754776368529377047
2025-05-13 23:45,LONG,2.5613136,2.53465,2.6146408,2.6146408,WIN,1.95,990.3935552071813918632285242,51779.80664275494507715699899
2025-05-14 08:00,LONG,2.56227162,2.54015,2.6065148600000003,2.6065148600000003,WIN,1.95,1009.706229533721429004561480,52789.51287228866650616156047
2025-05-14 09:45,LONG,2.59089744,2.56075,2.65119232,2.56075,LOSS,-1.05,-554.2898851590309983146963849,52235.22298712963550784686409
2025-05-15 12:00,SHORT,2.47840782,2.49865,2.4379234600000004,2.4379234600000004,WIN,1.95,1018.586848249027892403013850,53253.80983537866340024987794
